timestamp,log_type,EventID,user,action,risk,severity,date,hour,source_ip,process_name
2026-03-27 19:41:43.087271+00:00,sysmon1st.evtx,22,alice,DNS Query,SUSPICIOUS,MEDIUM,2026-03-27,19,192.168.1.162,svchost.exe
2026-03-27 19:41:43.087307+00:00,sysmon1st.evtx,22,john,DNS Query,SUSPICIOUS,MEDIUM,2026-03-27,19,192.168.1.185,svchost.exe
2026-03-27 19:41:43.087330+00:00,sysmon1st.evtx,22,root,DNS Query,SUSPICIOUS,MEDIUM,2026-03-27,19,192.168.1.233,svchost.exe
2026-03-27 19:41:43.246878+00:00,sysmon1st.evtx,1,alice,Process Created,NORMAL,LOW,2026-03-27,19,172.16.0.2,cmd.exe
2026-03-27 19:41:43.654692+00:00,sysmon1st.evtx,1,alice,Process Created,NORMAL,LOW,2026-03-27,19,10.0.0.238,powershell.exe
2026-03-27 19:41:56.797056+00:00,sysmon1st.evtx,22,root,DNS Query,SUSPICIOUS,MEDIUM,2026-03-27,19,10.0.0.61,svchost.exe
2026-03-27 19:42:13.749670+00:00,sysmon1st.evtx,22,guest,DNS Query,SUSPICIOUS,MEDIUM,2026-03-27,19,192.168.1.118,svchost.exe
2026-03-27 19:43:47.267944+00:00,sysmon1st.evtx,1,john,Process Created,NORMAL,LOW,2026-03-27,19,192.168.1.127,python.exe
2026-03-27 20:26:05.920227+00:00,sysmon1st.evtx,1,guest,Process Created,NORMAL,LOW,2026-03-27,20,172.16.0.213,powershell.exe
2026-03-27 20:26:58.411564+00:00,sysmon1st.evtx,1,analyst,Process Created,NORMAL,LOW,2026-03-27,20,10.0.0.102,powershell.exe
2026-03-27 20:26:58.435505+00:00,sysmon1st.evtx,1,svc_backup,Process Created,NORMAL,LOW,2026-03-27,20,192.168.1.224,cmd.exe
2026-03-27 20:26:59.430401+00:00,sysmon1st.evtx,1,john,Process Created,NORMAL,LOW,2026-03-27,20,10.0.0.34,cmd.exe
2026-03-27 20:27:14.605162+00:00,sysmon1st.evtx,1,svc_backup,Process Created,NORMAL,LOW,2026-03-27,20,192.168.1.230,cmd.exe
2026-03-27 20:27:15.612362+00:00,sysmon1st.evtx,1,svc_backup,Process Created,NORMAL,LOW,2026-03-27,20,172.16.0.232,cmd.exe
2026-03-27 20:27:15.981262+00:00,sysmon1st.evtx,1,root,Process Created,NORMAL,LOW,2026-03-27,20,172.16.0.60,powershell.exe
2026-03-27 20:28:20.764755+00:00,sysmon1st.evtx,1,guest,Process Created,NORMAL,LOW,2026-03-27,20,192.168.1.62,python.exe
2026-03-27 20:39:35.646807+00:00,sysmon1st.evtx,1,john,Process Created,NORMAL,LOW,2026-03-27,20,10.0.0.235,python.exe
2026-03-27 20:42:48.126911+00:00,sysmon1st.evtx,1,guest,Process Created,NORMAL,LOW,2026-03-27,20,192.168.1.124,python.exe
2026-03-27 20:48:40.566319+00:00,sysmon1st.evtx,1,john,Process Created,NORMAL,LOW,2026-03-27,20,10.0.0.150,python.exe
2026-03-27 20:48:40.936512+00:00,sysmon1st.evtx,1,admin,Process Created,NORMAL,LOW,2026-03-27,20,192.168.1.182,python.exe
2026-03-27 20:50:38.179024+00:00,sysmon1st.evtx,1,svc_backup,Process Created,NORMAL,LOW,2026-03-27,20,10.0.0.21,python.exe
2026-03-27 20:52:57.097685+00:00,sysmon1st.evtx,1,admin,Process Created,NORMAL,LOW,2026-03-27,20,10.0.0.227,powershell.exe
2026-03-27 20:52:57.143181+00:00,sysmon1st.evtx,1,analyst,Process Created,NORMAL,LOW,2026-03-27,20,10.0.0.110,powershell.exe
2026-03-27 20:52:57.162834+00:00,sysmon1st.evtx,1,root,Process Created,NORMAL,LOW,2026-03-27,20,192.168.1.15,python.exe
2026-02-10 20:54:17.435301+00:00,seclogs1st.evtx,4624,root,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.42,system
2026-02-10 20:54:17.730438+00:00,seclogs1st.evtx,4624,alice,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.106,system
2026-02-10 20:54:17.734100+00:00,seclogs1st.evtx,4624,admin,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.2,system
2026-02-10 20:54:17.735147+00:00,seclogs1st.evtx,4624,alice,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.79,system
2026-02-10 20:54:17.879917+00:00,seclogs1st.evtx,4624,root,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.66,system
2026-02-10 20:54:18.136066+00:00,seclogs1st.evtx,4624,john,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.178,system
2026-02-10 20:54:18.464653+00:00,seclogs1st.evtx,4624,svc_backup,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.28,system
2026-02-10 20:54:18.464668+00:00,seclogs1st.evtx,4624,guest,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.150,system
2026-02-10 20:54:18.514875+00:00,seclogs1st.evtx,4624,guest,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.14,system
2026-02-10 20:54:18.562288+00:00,seclogs1st.evtx,4624,svc_backup,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.25,system
2026-02-10 20:54:18.761837+00:00,seclogs1st.evtx,4624,root,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.14,system
2026-02-10 20:54:25.175247+00:00,seclogs1st.evtx,4624,john,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.251,system
2026-02-10 20:54:25.218565+00:00,seclogs1st.evtx,4624,john,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.211,system
2026-02-10 20:54:25.272503+00:00,seclogs1st.evtx,4624,admin,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.35,system
2026-02-10 20:54:25.348127+00:00,seclogs1st.evtx,4624,analyst,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.222,system
2026-02-10 20:54:25.388910+00:00,seclogs1st.evtx,4624,guest,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.251,system
2026-02-10 20:54:25.404724+00:00,seclogs1st.evtx,4624,john,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.207,system
2026-02-10 20:54:25.472464+00:00,seclogs1st.evtx,4624,alice,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.43,system
2026-02-10 20:54:25.779940+00:00,seclogs1st.evtx,4624,analyst,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.91,system
2026-02-10 20:54:25.846680+00:00,seclogs1st.evtx,4624,john,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.95,system
2026-02-10 20:54:25.857168+00:00,seclogs1st.evtx,4624,svc_backup,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.110,system
2026-02-10 20:54:25.915760+00:00,seclogs1st.evtx,4624,root,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.91,system
2026-02-10 20:54:25.928600+00:00,seclogs1st.evtx,4624,analyst,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.135,system
2026-02-10 20:54:25.976465+00:00,seclogs1st.evtx,4624,admin,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.107,system
2026-02-10 20:54:25.983894+00:00,seclogs1st.evtx,4624,root,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.179,system
2026-02-10 20:54:25.984612+00:00,seclogs1st.evtx,4624,analyst,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.141,system
2026-02-10 20:54:26.041773+00:00,seclogs1st.evtx,4624,admin,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.148,system
2026-02-10 20:54:27.329494+00:00,seclogs1st.evtx,4624,root,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.243,system
2026-02-10 20:54:36.175766+00:00,seclogs1st.evtx,4624,analyst,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.50,system
2026-02-10 20:54:37.417301+00:00,seclogs1st.evtx,4624,john,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.18,system
2026-02-10 20:55:02.805025+00:00,seclogs1st.evtx,4624,svc_backup,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.114,system
2026-02-10 20:55:02.900217+00:00,seclogs1st.evtx,4624,john,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.219,system
2026-02-10 20:55:02.905994+00:00,seclogs1st.evtx,4624,analyst,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.143,system
2026-02-10 20:55:02.906752+00:00,seclogs1st.evtx,4624,svc_backup,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.146,system
2026-02-10 20:55:02.973505+00:00,seclogs1st.evtx,4624,analyst,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.147,system
2026-02-10 20:55:03.025433+00:00,seclogs1st.evtx,4624,admin,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.188,system
2026-02-10 20:55:03.101809+00:00,seclogs1st.evtx,4624,svc_backup,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.38,system
2026-02-10 20:55:03.101826+00:00,seclogs1st.evtx,4624,svc_backup,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.9,system
2026-02-10 20:55:03.165493+00:00,seclogs1st.evtx,4624,root,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.109,system
2026-02-10 20:55:03.174557+00:00,seclogs1st.evtx,4624,john,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.184,system
2026-02-10 20:55:03.177858+00:00,seclogs1st.evtx,4624,svc_backup,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.218,system
2026-02-10 20:55:08.246555+00:00,seclogs1st.evtx,4624,guest,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.118,system
2026-02-10 20:55:08.310913+00:00,seclogs1st.evtx,4624,root,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.87,system
2026-02-10 20:55:08.434097+00:00,seclogs1st.evtx,4624,svc_backup,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.228,system
2026-02-10 20:55:08.494743+00:00,seclogs1st.evtx,4624,alice,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.233,system
2026-02-10 20:55:08.507460+00:00,seclogs1st.evtx,4624,svc_backup,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.69,system
2026-02-10 20:55:08.544088+00:00,seclogs1st.evtx,4624,analyst,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.210,system
2026-02-10 20:55:08.611347+00:00,seclogs1st.evtx,4624,alice,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.189,system
2026-02-10 20:55:08.805384+00:00,seclogs1st.evtx,4624,john,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.66,system
2026-02-10 20:55:08.828491+00:00,seclogs1st.evtx,4624,john,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.109,system
2026-02-10 20:55:08.857817+00:00,seclogs1st.evtx,4624,analyst,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.229,system
2026-02-10 20:55:08.861464+00:00,seclogs1st.evtx,4624,svc_backup,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.185,system
2026-02-10 20:55:08.886221+00:00,seclogs1st.evtx,4624,svc_backup,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.70,system
2026-02-10 20:55:08.912634+00:00,seclogs1st.evtx,4624,guest,Successful Login,NORMAL,INFO,2026-02-10,20,10.0.0.73,system
2026-02-10 20:55:08.918144+00:00,seclogs1st.evtx,4624,guest,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.236,system
2026-02-10 20:55:08.918541+00:00,seclogs1st.evtx,4624,root,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.173,system
2026-02-10 20:55:08.931747+00:00,seclogs1st.evtx,4624,alice,Successful Login,NORMAL,INFO,2026-02-10,20,172.16.0.77,system
2026-02-10 20:55:09.803579+00:00,seclogs1st.evtx,4624,guest,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.241,system
2026-02-10 20:55:10.750603+00:00,seclogs1st.evtx,4624,alice,Successful Login,NORMAL,INFO,2026-02-10,20,192.168.1.54,system
2026-02-10 07:25:31.631992+00:00,seclogs1st.evtx,4624,guest,Successful Login,NORMAL,INFO,2026-02-10,7,10.0.0.250,system
2026-02-10 07:25:31.819893+00:00,seclogs1st.evtx,4624,guest,Successful Login,NORMAL,INFO,2026-02-10,7,10.0.0.86,system
2026-02-10 07:25:31.957287+00:00,seclogs1st.evtx,4624,alice,Successful Login,NORMAL,INFO,2026-02-10,7,172.16.0.170,system
2026-02-10 07:25:33.775797+00:00,seclogs1st.evtx,4624,john,Successful Login,NORMAL,INFO,2026-02-10,7,192.168.1.225,system
