timestamp,log_type,event_id,user,action,source_file,risk
2026-03-27 18:57:16.441404+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 18:57:16.674599+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:00:01.893688+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:00:01.913023+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:01:22.032330+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:02:17.439438+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:03:57.238934+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:04:33.526840+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:08:32.043570+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:32.286949+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:32.566284+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:32.903387+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:32.904554+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:33.310822+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:33.640076+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:33.644634+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:33.645660+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:35.560963+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:08:35.699183+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:36.595425+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:42.376949+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:55.772411+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:55.775770+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:56.643213+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:56.694426+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:56.816305+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:08:56.817945+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:08:57.137989+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:09:02.850849+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:09:02.983717+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:09:08.391157+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:09:25.638382+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:09:26.310524+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:09:32.973024+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:09:34.374414+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:09:55.304132+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:09:57.379860+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:10:32.797125+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:10:33.075096+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:11:22.554585+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:11:28.423447+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:11:55.233522+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:11:56.327641+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:11:56.422161+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:11:56.621283+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:11:58.533258+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:12:10.612831+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:12:18.232775+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:12:18.235416+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:12:19.959080+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:12:19.962841+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:12:21.297131+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:13:33.003765+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:14:00.295263+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:14:02.413427+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:14:10.571634+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:14:11.033466+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:14:12.622337+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:14:13.212181+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:14:13.732574+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:14:17.187263+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:14:19.939693+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:14:20.237566+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:14:20.243368+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:14:21.688049+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:14:22.263895+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:14:23.075981+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:14:23.077032+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:14:24.154034+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:16:22.053207+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:17:58.422665+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:17:58.800703+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:17:59.035847+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:17:59.054245+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:18:35.393332+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:18:35.687893+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:18:57.513399+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:19:27.840382+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:19:47.836874+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:19:48.084270+00:00,Sysmon,16,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:19:48.088070+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:20:01.531532+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:20:01.736994+00:00,Sysmon,16,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:20:01.745678+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:20:06.451134+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:20:06.653847+00:00,Sysmon,16,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:20:06.673388+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:20:40.648653+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:20:40.754221+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:21:58.251461+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:23:49.358944+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:23:58.646606+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:24:17.617258+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:24:21.445707+00:00,Sysmon,5,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:25:07.477066+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:25:13.911192+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:25:15.955130+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:28:13.995331+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:28:15.262383+00:00,Sysmon,11,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:28:20.810785+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:28:31.515747+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:28:31.641087+00:00,Sysmon,3,system,Network Connection,sysmon1st.evtx,NORMAL
2026-03-27 19:28:32.516796+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:28:32.516880+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:28:33.578379+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:28:43.669643+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:30:58.236189+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:31:00.278578+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:31:48.764853+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:31:59.701719+00:00,Sysmon,8,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:33:17.488729+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:33:18.514853+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:34:13.677475+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:34:13.723013+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:34:15.556171+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:34:25.097746+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:34:50.633610+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:34:50.794046+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:34:51.573753+00:00,Sysmon,11,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:35:05.260666+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:35:05.466459+00:00,Sysmon,11,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:35:07.066244+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:35:08.292393+00:00,Sysmon,3,system,Network Connection,sysmon1st.evtx,NORMAL
2026-03-27 19:35:08.292496+00:00,Sysmon,3,system,Network Connection,sysmon1st.evtx,NORMAL
2026-03-27 19:35:09.105732+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:35:14.978846+00:00,Sysmon,3,system,Network Connection,sysmon1st.evtx,NORMAL
2026-03-27 19:35:15.759407+00:00,Sysmon,3,system,Network Connection,sysmon1st.evtx,NORMAL
2026-03-27 19:35:59.350836+00:00,Sysmon,8,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:36:22.331892+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:36:23.382246+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:36:58.314430+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:39:35.522648+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:41:36.880766+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:41:36.904333+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:41:36.921627+00:00,Sysmon,13,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:41:36.922602+00:00,Sysmon,13,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:41:37.582241+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:41:42.173069+00:00,Sysmon,13,system,,sysmon1st.evtx,NORMAL
2026-03-27 19:41:43.087271+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:41:43.087307+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:41:43.087330+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:41:43.246878+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:41:43.654692+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 19:41:56.797056+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:42:13.749670+00:00,Sysmon,22,system,DNS Query,sysmon1st.evtx,NORMAL
2026-03-27 19:43:47.267944+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:26:05.920227+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:26:58.411564+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:26:58.435505+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:26:59.430401+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:27:14.605162+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:27:15.476095+00:00,Sysmon,13,system,,sysmon1st.evtx,NORMAL
2026-03-27 20:27:15.612362+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:27:15.981262+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:28:20.764755+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:39:35.646807+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:42:48.126911+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:48:40.566319+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:48:40.934214+00:00,Sysmon,13,system,,sysmon1st.evtx,NORMAL
2026-03-27 20:48:40.936512+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:48:50.953856+00:00,Sysmon,13,system,,sysmon1st.evtx,NORMAL
2026-03-27 20:50:38.179024+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:52:57.097685+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:52:57.143181+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-03-27 20:52:57.162834+00:00,Sysmon,1,system,Process Created,sysmon1st.evtx,NORMAL
2026-02-10 20:54:15.139887+00:00,Security,4688,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:15.139917+00:00,Security,4696,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:15.139923+00:00,Security,4826,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:15.142412+00:00,Security,4688,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:16.429155+00:00,Security,4688,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:16.970135+00:00,Security,4688,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.029057+00:00,Security,4688,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.089262+00:00,Security,4688,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.137331+00:00,Security,4688,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.143072+00:00,Security,4688,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.145931+00:00,Security,4688,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.174591+00:00,Security,4688,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.237522+00:00,Security,4688,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.272369+00:00,Security,4688,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.431154+00:00,Security,4608,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.435301+00:00,Security,4624,system,Successful Login,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.587261+00:00,Security,4902,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.636017+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.636070+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.636292+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.636332+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.636480+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.636557+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.636717+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.636757+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.636890+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.636921+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.637444+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.637478+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.637611+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.637651+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.637836+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.637875+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.637918+00:00,Security,4732,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.638153+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.638176+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.638340+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.638449+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.639109+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.639154+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.639318+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.639355+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.639488+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.639532+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.639753+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.639797+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.639992+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.640026+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.640167+00:00,Security,4731,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.640209+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.640526+00:00,Security,4727,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.640650+00:00,Security,4735,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.641350+00:00,Security,4728,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.641562+00:00,Security,4720,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.642149+00:00,Security,4738,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.723976+00:00,Security,4738,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.724133+00:00,Security,4738,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.730438+00:00,Security,4624,system,Successful Login,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.730450+00:00,Security,4672,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.734074+00:00,Security,4648,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.734100+00:00,Security,4624,system,Successful Login,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.735109+00:00,Security,4648,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.735147+00:00,Security,4624,system,Successful Login,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.746950+00:00,Security,4634,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.879917+00:00,Security,4624,system,Successful Login,seclogs1st.evtx,NORMAL
2026-02-10 20:54:17.879927+00:00,Security,4672,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.136066+00:00,Security,4624,system,Successful Login,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.136074+00:00,Security,4672,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.464630+00:00,Security,4648,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.464653+00:00,Security,4624,system,Successful Login,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.464668+00:00,Security,4624,system,Successful Login,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.464672+00:00,Security,4672,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.464676+00:00,Security,4672,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.514875+00:00,Security,4624,system,Successful Login,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.514883+00:00,Security,4672,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.562288+00:00,Security,4624,system,Successful Login,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.562296+00:00,Security,4672,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.761837+00:00,Security,4624,system,Successful Login,seclogs1st.evtx,NORMAL
2026-02-10 20:54:18.761845+00:00,Security,4672,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:24.312618+00:00,Security,4718,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:24.314997+00:00,Security,4718,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:24.314999+00:00,Security,4718,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:24.317394+00:00,Security,4718,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:24.317398+00:00,Security,4718,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:24.320694+00:00,Security,4717,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:24.322813+00:00,Security,4717,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:24.322815+00:00,Security,4717,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:24.324783+00:00,Security,4717,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:24.326263+00:00,Security,4718,system,,seclogs1st.evtx,NORMAL
2026-02-10 20:54:24.327427+00:00,Security,4717,system,,seclogs1st.evtx,NORMAL
